name,imdb_rank,imdb_id,imdb_url
Sarah Michelle Gellar,829,nm0001264,https://www.imdb.com/name/nm0001264/
Sandra Oh,830,nm0644897,https://www.imdb.com/name/nm0644897/
Margot Kidder,831,nm0452288,https://www.imdb.com/name/nm0452288/
Beyoncé,832,nm0461498,https://www.imdb.com/name/nm0461498/
Rebecca Hall,833,nm0356017,https://www.imdb.com/name/nm0356017/
Piper Perabo,834,nm0005305,https://www.imdb.com/name/nm0005305/
Courteney Cox,835,nm0001073,https://www.imdb.com/name/nm0001073/
Parker Posey,836,nm0000205,https://www.imdb.com/name/nm0000205/
Paula Patton,837,nm1745736,https://www.imdb.com/name/nm1745736/
Michelle Monaghan,838,nm1157358,https://www.imdb.com/name/nm1157358/
Claire Danes,839,nm0000132,https://www.imdb.com/name/nm0000132/
Allison Janney,840,nm0005049,https://www.imdb.com/name/nm0005049/
Kate Bosworth,841,nm0098378,https://www.imdb.com/name/nm0098378/
Evan Rachel Wood,842,nm0939697,https://www.imdb.com/name/nm0939697/
Mira Sorvino,843,nm0000227,https://www.imdb.com/name/nm0000227/
Ziyi Zhang,844,nm0955471,https://www.imdb.com/name/nm0955471/
Amanda Bynes,845,nm0004789,https://www.imdb.com/name/nm0004789/
Lisa Kudrow,846,nm0001435,https://www.imdb.com/name/nm0001435/
Brit Marling,847,nm1779870,https://www.imdb.com/name/nm1779870/
Cynthia Erivo,848,nm7248827,https://www.imdb.com/name/nm7248827/
Sofía Vergara,849,nm0005527,https://www.imdb.com/name/nm0005527/
Mandy Moore,850,nm0601553,https://www.imdb.com/name/nm0601553/
Virginia Madsen,851,nm0000515,https://www.imdb.com/name/nm0000515/
James Marsden,852,nm0005188,https://www.imdb.com/name/nm0005188/
Tim Allen,853,nm0000741,https://www.imdb.com/name/nm0000741/
Giovanni Ribisi,854,nm0000610,https://www.imdb.com/name/nm0000610/
Rutger Hauer,855,nm0000442,https://www.imdb.com/name/nm0000442/
Vince Vaughn,856,nm0000681,https://www.imdb.com/name/nm0000681/
Brian Cox,857,nm0004051,https://www.imdb.com/name/nm0004051/
Dennis Quaid,858,nm0000598,https://www.imdb.com/name/nm0000598/
John Leguizamo,859,nm0000491,https://www.imdb.com/name/nm0000491/
Michael Keaton,860,nm0000474,https://www.imdb.com/name/nm0000474/
Billy Burke,861,nm0121605,https://www.imdb.com/name/nm0121605/
Brendan Gleeson,862,nm0322407,https://www.imdb.com/name/nm0322407/
Charles Bronson,863,nm0000314,https://www.imdb.com/name/nm0000314/
Jonathan Pryce,864,nm0000596,https://www.imdb.com/name/nm0000596/
Tobey Maguire,865,nm0001497,https://www.imdb.com/name/nm0001497/
Michael Sheen,866,nm0790688,https://www.imdb.com/name/nm0790688/
Justin Long,867,nm0519043,https://www.imdb.com/name/nm0519043/
Jack Black,868,nm0085312,https://www.imdb.com/name/nm0085312/
Mel Brooks,869,nm0000316,https://www.imdb.com/name/nm0000316/
Pierce Brosnan,870,nm0000112,https://www.imdb.com/name/nm0000112/
Sean Bean,871,nm0000293,https://www.imdb.com/name/nm0000293/
Mahershala Ali,872,nm0991810,https://www.imdb.com/name/nm0991810/
Josh Duhamel,873,nm0241049,https://www.imdb.com/name/nm0241049/
Eddie Murphy,874,nm0000552,https://www.imdb.com/name/nm0000552/
Jon Favreau,875,nm0269463,https://www.imdb.com/name/nm0269463/
Danny Glover,876,nm0000418,https://www.imdb.com/name/nm0000418/
Freida Pinto,877,nm2951768,https://www.imdb.com/name/nm2951768/
Hilary Duff,878,nm0240381,https://www.imdb.com/name/nm0240381/
Mary Elizabeth Winstead,879,nm0935541,https://www.imdb.com/name/nm0935541/
Jennifer Coolidge,880,nm0177639,https://www.imdb.com/name/nm0177639/
Andrea Riseborough,881,nm2057859,https://www.imdb.com/name/nm2057859/
Molly Ringwald,882,nm0000208,https://www.imdb.com/name/nm0000208/
January Jones,883,nm0005064,https://www.imdb.com/name/nm0005064/
Maya Rudolph,884,nm0748973,https://www.imdb.com/name/nm0748973/
Sophie Marceau,885,nm0000521,https://www.imdb.com/name/nm0000521/
Franka Potente,886,nm0004376,https://www.imdb.com/name/nm0004376/
Claire Foy,887,nm2946516,https://www.imdb.com/name/nm2946516/
Rashida Jones,888,nm0429069,https://www.imdb.com/name/nm0429069/
Alicia Silverstone,889,nm0000224,https://www.imdb.com/name/nm0000224/
Lillian Gish,890,nm0001273,https://www.imdb.com/name/nm0001273/
Evangeline Lilly,891,nm1431940,https://www.imdb.com/name/nm1431940/
Olivia Colman,892,nm1469236,https://www.imdb.com/name/nm1469236/
Mireille Enos,893,nm0257969,https://www.imdb.com/name/nm0257969/
Jennifer Love Hewitt,894,nm0001349,https://www.imdb.com/name/nm0001349/
Emmy Rossum,895,nm0002536,https://www.imdb.com/name/nm0002536/
Joey King,896,nm1428821,https://www.imdb.com/name/nm1428821/
Ginnifer Goodwin,897,nm0329481,https://www.imdb.com/name/nm0329481/
Christine Taylor,898,nm0852132,https://www.imdb.com/name/nm0852132/
Vanessa Hudgens,899,nm1227814,https://www.imdb.com/name/nm1227814/
Abbie Cornish,900,nm0180411,https://www.imdb.com/name/nm0180411/
Florence Pugh,901,nm6073955,https://www.imdb.com/name/nm6073955/
Ian Holm,902,nm0000453,https://www.imdb.com/name/nm0000453/
Nathan Lane,903,nm0001447,https://www.imdb.com/name/nm0001447/
Cary Elwes,904,nm0000144,https://www.imdb.com/name/nm0000144/
Martin Lawrence,905,nm0001454,https://www.imdb.com/name/nm0001454/
Steve Coogan,906,nm0176869,https://www.imdb.com/name/nm0176869/
Sacha Baron Cohen,907,nm0056187,https://www.imdb.com/name/nm0056187/
Jeffrey Wright,908,nm0942482,https://www.imdb.com/name/nm0942482/
Jackie Chan,909,nm0000329,https://www.imdb.com/name/nm0000329/
Aaron Eckhart,910,nm0001173,https://www.imdb.com/name/nm0001173/
Sam Worthington,911,nm0941777,https://www.imdb.com/name/nm0941777/
Jack Davenport,912,nm0202603,https://www.imdb.com/name/nm0202603/
Alfred Molina,913,nm0000547,https://www.imdb.com/name/nm0000547/
Tim Curry,914,nm0000347,https://www.imdb.com/name/nm0000347/
Mark Hamill,915,nm0000434,https://www.imdb.com/name/nm0000434/
Brendan Fraser,916,nm0000409,https://www.imdb.com/name/nm0000409/
Ice Cube,917,nm0001084,https://www.imdb.com/name/nm0001084/
Liev Schreiber,918,nm0000630,https://www.imdb.com/name/nm0000630/
Ed Helms,919,nm1159180,https://www.imdb.com/name/nm1159180/
Daisy Edgar-Jones,920,nm8402992,https://www.imdb.com/name/nm8402992/
Margaret Qualley,921,nm4960279,https://www.imdb.com/name/nm4960279/
Val Kilmer,922,nm0000174,https://www.imdb.com/name/nm0000174/
Russell Brand,923,nm1258970,https://www.imdb.com/name/nm1258970/
Craig T. Nelson,924,nm0005266,https://www.imdb.com/name/nm0005266/
Bernie Mac,925,nm0005170,https://www.imdb.com/name/nm0005170/
Patrick Stewart,926,nm0001772,https://www.imdb.com/name/nm0001772/
Seth Green,927,nm0001293,https://www.imdb.com/name/nm0001293/
Ashton Kutcher,928,nm0005110,https://www.imdb.com/name/nm0005110/
Randy Quaid,929,nm0001642,https://www.imdb.com/name/nm0001642/
Wesley Snipes,930,nm0000648,https://www.imdb.com/name/nm0000648/
David Oyelowo,931,nm0654648,https://www.imdb.com/name/nm0654648/
Mark Strong,932,nm0835016,https://www.imdb.com/name/nm0835016/
Rob Schneider,933,nm0001705,https://www.imdb.com/name/nm0001705/
Jay Baruchel,934,nm0059431,https://www.imdb.com/name/nm0059431/
Hayden Christensen,935,nm0159789,https://www.imdb.com/name/nm0159789/
Ray Stevenson,936,nm0829032,https://www.imdb.com/name/nm0829032/
Paul Bettany,937,nm0079273,https://www.imdb.com/name/nm0079273/
Hugh Laurie,938,nm0491402,https://www.imdb.com/name/nm0491402/
Chris Tucker,939,nm0000676,https://www.imdb.com/name/nm0000676/
John Candy,940,nm0001006,https://www.imdb.com/name/nm0001006/
Richard Attenborough,941,nm0000277,https://www.imdb.com/name/nm0000277/
Chris O&apos;Donnell,942,nm0000563,https://www.imdb.com/name/nm0000563/
Benjamin Bratt,943,nm0000973,https://www.imdb.com/name/nm0000973/
Common,944,nm0996669,https://www.imdb.com/name/nm0996669/
Marlon Wayans,945,nm0005541,https://www.imdb.com/name/nm0005541/
Albert Brooks,946,nm0000983,https://www.imdb.com/name/nm0000983/
Aaron Paul,947,nm0666739,https://www.imdb.com/name/nm0666739/
Macaulay Culkin,948,nm0000346,https://www.imdb.com/name/nm0000346/
Sam Elliott,949,nm0000385,https://www.imdb.com/name/nm0000385/
Taron Egerton,950,nm5473782,https://www.imdb.com/name/nm5473782/
Jim Caviezel,951,nm0001029,https://www.imdb.com/name/nm0001029/
Elvis Presley,952,nm0000062,https://www.imdb.com/name/nm0000062/
Jonah Hill,953,nm1706767,https://www.imdb.com/name/nm1706767/
Sung Kang,954,nm0437646,https://www.imdb.com/name/nm0437646/
Jason Sudeikis,955,nm0837177,https://www.imdb.com/name/nm0837177/
Josh Hartnett,956,nm0001326,https://www.imdb.com/name/nm0001326/
Cillian Murphy,957,nm0614165,https://www.imdb.com/name/nm0614165/
Billy Crudup,958,nm0001082,https://www.imdb.com/name/nm0001082/
Anthony Mackie,959,nm1107001,https://www.imdb.com/name/nm1107001/
John Barrymore,960,nm0000858,https://www.imdb.com/name/nm0000858/
Timothy Olyphant,961,nm0648249,https://www.imdb.com/name/nm0648249/
Josh Gad,962,nm1265802,https://www.imdb.com/name/nm1265802/
Billy Zane,963,nm0000708,https://www.imdb.com/name/nm0000708/
Luke Wilson,964,nm0005561,https://www.imdb.com/name/nm0005561/
Peter Sarsgaard,965,nm0765597,https://www.imdb.com/name/nm0765597/
Rhys Ifans,966,nm0406975,https://www.imdb.com/name/nm0406975/
Topher Grace,967,nm0333410,https://www.imdb.com/name/nm0333410/
Kevin Hart,968,nm0366389,https://www.imdb.com/name/nm0366389/
Paul Dano,969,nm0200452,https://www.imdb.com/name/nm0200452/
Bill Hader,970,nm0352778,https://www.imdb.com/name/nm0352778/
Rob Lowe,971,nm0000507,https://www.imdb.com/name/nm0000507/
Mel Blanc,972,nm0000305,https://www.imdb.com/name/nm0000305/
David Spade,973,nm0005450,https://www.imdb.com/name/nm0005450/
Lance Henriksen,974,nm0000448,https://www.imdb.com/name/nm0000448/
Richard Jenkins,975,nm0420955,https://www.imdb.com/name/nm0420955/
Emilio Estevez,976,nm0000389,https://www.imdb.com/name/nm0000389/
Michael Ealy,977,nm1013003,https://www.imdb.com/name/nm1013003/
Jamie Bell,978,nm0068260,https://www.imdb.com/name/nm0068260/
Troy Baker,979,nm1684869,https://www.imdb.com/name/nm1684869/
Danny McBride,980,nm1144419,https://www.imdb.com/name/nm1144419/
Jonathan Rhys Meyers,981,nm0001667,https://www.imdb.com/name/nm0001667/
Michael Cera,982,nm0148418,https://www.imdb.com/name/nm0148418/
Bill Paxton,983,nm0000200,https://www.imdb.com/name/nm0000200/
Ioan Gruffudd,984,nm0344435,https://www.imdb.com/name/nm0344435/
Andrew Lincoln,985,nm0511088,https://www.imdb.com/name/nm0511088/
Bill Pullman,986,nm0000597,https://www.imdb.com/name/nm0000597/
Craig Robinson,987,nm0732497,https://www.imdb.com/name/nm0732497/
Charlie Day,988,nm0206359,https://www.imdb.com/name/nm0206359/
Andy Samberg,989,nm1676221,https://www.imdb.com/name/nm1676221/
Garrett Hedlund,990,nm1330560,https://www.imdb.com/name/nm1330560/
John Krasinski,991,nm1024677,https://www.imdb.com/name/nm1024677/
Christopher Reeve,992,nm0001659,https://www.imdb.com/name/nm0001659/
James McAvoy,993,nm0564215,https://www.imdb.com/name/nm0564215/
Rufus Sewell,994,nm0001722,https://www.imdb.com/name/nm0001722/
Adam Driver,995,nm3485845,https://www.imdb.com/name/nm3485845/
Ned Beatty,996,nm0000885,https://www.imdb.com/name/nm0000885/
John Cleese,997,nm0000092,https://www.imdb.com/name/nm0000092/
John Turturro,998,nm0001806,https://www.imdb.com/name/nm0001806/
Jerry Lewis,999,nm0001471,https://www.imdb.com/name/nm0001471/
Paul Mescal,1000,nm8958770,https://www.imdb.com/name/nm8958770/
